"Row.names"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"M6-5"	"C8-2"	"D7-4"	"F4-3"	"A4-3"
"ASV447"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	193	0
"ASV448"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"mellis"	0	0	0	193	0
"ASV449"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	0	193	0
"ASV45"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	0	859
"ASV450"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"indicum"	0	0	192	0	0
"ASV451"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Morganellaceae"	"Providencia"	"sneebia"	0	0	192	0	0
"ASV452"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	0	192	0
"ASV453"	"Bacteria"	NA	NA	NA	NA	NA	NA	191	0	0	0	0
"ASV454"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Orbales"	"Orbaceae"	"Gilliamella"	"apicola"	191	0	0	0	0
"ASV455"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Orbales"	"Orbaceae"	"Gilliamella"	"apicola"	0	191	0	0	0
"ASV456"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	NA	0	0	0	191	0
"ASV457"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	189	0	0	0	0
"ASV458"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"apis"	0	0	189	0	0
"ASV459"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	0	189	0
"ASV46"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	0	0	0	0	858
"ASV460"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	188	0	0	0	0
"ASV461"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	188	0	0
"ASV462"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	188	0
"ASV463"	"Bacteria"	NA	NA	NA	NA	NA	NA	187	0	0	0	0
"ASV464"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	187	0	0
"ASV465"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	187	0
"ASV466"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA	186	0	0	0	0
"ASV467"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Acetobacterales"	"Acetobacteraceae"	"Commensalibacter"	NA	0	0	186	0	0
"ASV468"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	185	0	0	0	0
"ASV469"	"Bacteria"	NA	NA	NA	NA	NA	NA	185	0	0	0	0
"ASV47"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	0	848
"ASV470"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"asteroides"	0	0	0	185	0
"ASV471"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	0	185	0
"ASV472"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	NA	NA	NA	NA	184	0	0	0	0
"ASV473"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Apibacter"	NA	0	184	0	0	0
"ASV474"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	184	0	0
"ASV475"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	0	184	0
"ASV476"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Morganellaceae"	"Providencia"	"sneebia"	0	0	183	0	0
"ASV477"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	183	0	0
"ASV478"	"Bacteria"	NA	NA	NA	NA	NA	NA	182	0	0	0	0
"ASV479"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"apis"	0	0	182	0	0
"ASV48"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	0	848
"ASV480"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	NA	NA	NA	NA	181	0	0	0	0
"ASV481"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	181	0	0
"ASV482"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	181	0	0
"ASV483"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"kullabergensis"	0	0	0	0	181
"ASV484"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Apibacter"	NA	0	180	0	0	0
"ASV485"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"mellis"	0	0	0	180	0
"ASV486"	"Bacteria"	NA	NA	NA	NA	NA	NA	179	0	0	0	0
"ASV487"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Orbales"	"Orbaceae"	"Gilliamella"	"apicola"	179	0	0	0	0
"ASV488"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	179	0	0	0
"ASV489"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	NA	NA	0	0	179	0	0
"ASV49"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	738	0	92	0
"ASV490"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA	178	0	0	0	0
"ASV491"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Dysgonomonadaceae"	"Dysgonomonas"	NA	0	0	178	0	0
"ASV492"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"helsingborgensis"	0	0	0	178	0
"ASV493"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	176	0	0	0
"ASV494"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	176	0	0
"ASV495"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"asteroides"	0	0	0	176	0
"ASV496"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"kullabergensis"	175	0	0	0	0
"ASV497"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	NA	0	0	0	175	0
"ASV498"	"Bacteria"	NA	NA	NA	NA	NA	NA	174	0	0	0	0
"ASV499"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"apis"	174	0	0	0	0
"ASV5"	"Eukaryota"	NA	NA	NA	NA	NA	NA	0	0	0	0	2137
"ASV50"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	NA	NA	NA	NA	0	822	0	0	0
"ASV500"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Orbales"	"Orbaceae"	"Frischella"	"perrara"	173	0	0	0	0
"ASV501"	"Bacteria"	NA	NA	NA	NA	NA	NA	173	0	0	0	0
"ASV502"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Orbales"	"Orbaceae"	"Gilliamella"	"apicola"	173	0	0	0	0
"ASV503"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	173	0	0	0	0
"ASV504"	NA	NA	NA	NA	NA	NA	NA	0	0	173	0	0
"ASV505"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	173	0	0
"ASV506"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Acetobacterales"	"Acetobacteraceae"	"Commensalibacter"	NA	0	0	173	0	0
"ASV507"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	173	0	0
"ASV508"	"Bacteria"	NA	NA	NA	NA	NA	NA	171	0	0	0	0
"ASV509"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	171	0	0	0
"ASV51"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	820	0	0	0
"ASV510"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	171	0	0
"ASV511"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	171	0	0
"ASV512"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	171	0	0
"ASV513"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"mellis"	0	0	0	171	0
"ASV514"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA	170	0	0	0	0
"ASV515"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	170	0	0	0	0
"ASV516"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	170	0
"ASV517"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	NA	0	0	0	170	0
"ASV518"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	169	0	0	0
"ASV519"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	169	0
"ASV52"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	0	819
"ASV520"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	168	0	0	0	0
"ASV521"	"Bacteria"	NA	NA	NA	NA	NA	NA	168	0	0	0	0
"ASV522"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	168	0	0	0	0
"ASV523"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	NA	0	168	0	0	0
"ASV524"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"asteroides"	0	0	168	0	0
"ASV525"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	168	0	0
"ASV526"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	NA	0	0	168	0	0
"ASV527"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"apis"	0	0	168	0	0
"ASV528"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	167	0	0	0	0
"ASV529"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	NA	NA	NA	NA	166	0	0	0	0
"ASV53"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	0	0	0	0	811
"ASV530"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Orbales"	"Orbaceae"	"Gilliamella"	"apicola"	166	0	0	0	0
"ASV531"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Orbales"	"Orbaceae"	"Gilliamella"	"apicola"	0	166	0	0	0
"ASV532"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Apibacter"	NA	0	166	0	0	0
"ASV533"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	166	0	0
"ASV534"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"apis"	0	0	166	0	0
"ASV535"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"asteroides"	0	0	166	0	0
"ASV536"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	NA	0	0	0	165	0
"ASV537"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	NA	NA	NA	NA	164	0	0	0	0
"ASV538"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	0	164	0
"ASV539"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	163	0	0	0	0
"ASV54"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	0	805
"ASV540"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	163	0	0	0	0
"ASV541"	NA	NA	NA	NA	NA	NA	NA	0	0	163	0	0
"ASV542"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"apis"	0	0	163	0	0
"ASV543"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Chromobacteriaceae"	"Paludibacterium"	"paludis"	0	0	163	0	0
"ASV544"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"kullabergensis"	162	0	0	0	0
"ASV545"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA	162	0	0	0	0
"ASV546"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	162	0	0	0
"ASV547"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	162	0	0	0
"ASV548"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	162	0	0	0
"ASV549"	"Bacteria"	"Firmicutes"	"Negativicutes"	"Veillonellales-Selenomonadales"	"Selenomonadaceae"	"Pectinatus"	NA	0	0	162	0	0
"ASV55"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	0	0	0	0	796
"ASV550"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	162	0	0
"ASV551"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"apis"	0	0	162	0	0
"ASV552"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	NA	0	0	161	0	0
"ASV553"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"mellifer"	0	0	0	161	0
"ASV554"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	160	0	0	0	0
"ASV555"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	160	0	0	0	0
"ASV556"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	159	0	0	0	0
"ASV557"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	159	0	0	0	0
"ASV558"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	158	0	0	0	0
"ASV559"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	158	0	0	0	0
"ASV56"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	0	0	0	0	775
"ASV560"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"apis"	0	0	158	0	0
"ASV561"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"indicum"	0	0	158	0	0
"ASV562"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	158	0	0
"ASV563"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	158	0	0
"ASV564"	"Bacteria"	NA	NA	NA	NA	NA	NA	157	0	0	0	0
"ASV565"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	157	0	0	0	0
"ASV566"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"apis"	0	0	157	0	0
"ASV567"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	157	0
"ASV568"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Orbales"	"Orbaceae"	"Gilliamella"	"apicola"	156	0	0	0	0
"ASV569"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	156	0	0
"ASV57"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	0	762
"ASV570"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	155	0	0
"ASV571"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	154	0	0	0	0
"ASV572"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Orbales"	"Orbaceae"	"Gilliamella"	"apicola"	154	0	0	0	0
"ASV573"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"kullabergensis"	154	0	0	0	0
"ASV574"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	154	0	0
"ASV575"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	153	0	0	0	0
"ASV576"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"kullabergensis"	153	0	0	0	0
"ASV577"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	153	0	0	0
"ASV578"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	0	153	0	0	0
"ASV579"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"apis"	0	0	153	0	0
"ASV58"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	0	0	0	0	759
"ASV580"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	153	0	0
"ASV581"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	0	153	0
"ASV582"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"asteroides"	0	0	0	153	0
"ASV583"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Apibacter"	NA	0	152	0	0	0
"ASV584"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Orbales"	"Orbaceae"	"Gilliamella"	"apicola"	0	152	0	0	0
"ASV585"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	152	0	0
"ASV586"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	151	0	0	0	0
"ASV587"	NA	NA	NA	NA	NA	NA	NA	0	0	151	0	0
"ASV588"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"apis"	0	0	151	0	0
"ASV589"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"indicum"	0	0	151	0	0
"ASV59"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	0	750
"ASV590"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	151	0
"ASV591"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"asteroides"	0	0	0	0	151
"ASV592"	"Bacteria"	NA	NA	NA	NA	NA	NA	150	0	0	0	0
"ASV593"	"Bacteria"	NA	NA	NA	NA	NA	NA	150	0	0	0	0
"ASV594"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Orbales"	"Orbaceae"	"Frischella"	"perrara"	150	0	0	0	0
"ASV595"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"helsingborgensis"	150	0	0	0	0
"ASV596"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	150	0	0
"ASV597"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Orbales"	"Orbaceae"	"Gilliamella"	"apicola"	149	0	0	0	0
"ASV598"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"kullabergensis"	149	0	0	0	0
"ASV599"	"Bacteria"	NA	NA	NA	NA	NA	NA	149	0	0	0	0
"ASV6"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	584	0	0	1455
"ASV60"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	0	0	0	0	727
"ASV600"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Orbales"	"Orbaceae"	"Gilliamella"	"apicola"	149	0	0	0	0
"ASV601"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Orbales"	"Orbaceae"	"Gilliamella"	"apicola"	148	0	0	0	0
"ASV602"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA	148	0	0	0	0
"ASV603"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Orbales"	"Orbaceae"	"Frischella"	"perrara"	148	0	0	0	0
"ASV604"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"apis"	0	0	148	0	0
"ASV605"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"helsingborgensis"	147	0	0	0	0
"ASV606"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	147	0	0	0
"ASV607"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"indicum"	0	0	147	0	0
"ASV608"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"indicum"	0	0	147	0	0
"ASV609"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"asteroides"	0	0	147	0	0
"ASV61"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	0	113	0	0	610
"ASV610"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	NA	0	0	0	147	0
"ASV611"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"helsingborgensis"	0	0	0	147	0
"ASV612"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"kullabergensis"	146	0	0	0	0
"ASV613"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA	0	146	0	0	0
"ASV614"	"Bacteria"	"Actinobacteriota"	"Coriobacteriia"	"Coriobacteriales"	"Atopobiaceae"	"Atopobium"	NA	0	0	146	0	0
"ASV615"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	145	0	0	0	0
"ASV616"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"kullabergensis"	145	0	0	0	0
"ASV617"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	145	0	0	0	0
"ASV618"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA	145	0	0	0	0
"ASV619"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Bartonella"	"apis"	0	0	145	0	0
"ASV62"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	722	0	0	0
"ASV620"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	145	0	0
"ASV621"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	145	0	0
"ASV622"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	145	0	0
"ASV623"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	145	0	0
"ASV624"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"kullabergensis"	144	0	0	0	0
"ASV625"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"apis"	0	0	143	0	0
"ASV626"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	0	143	0
"ASV627"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"kullabergensis"	142	0	0	0	0
